02	B2	minor triad	Wood	2:00	f045df65-432hz_02.mp4
03	C3	major triad	Breath	2:00	5af38f27-432hz_03.mp4
04	D3	sus2	Bowed	2:00	a0ad76c5-432hz_04.mp4
05	E3	sus4	Bell	2:00	694b8819-432hz_05.mp4
06	F3	minor seventh	Hollow	2:00	fb6fd389-432hz_06.mp4
